LongDescription,answer
i have webapi controller method looks like httpget acceptverbs get public httpresponsemessage run string reportname int someid string sometext datetime asofdate string username i have custom route configured specifically action when i navigate my browser web service everything works fine appropriate action executed http localhost xxxx controllername run asdf/1/asdf/07-01-2012/user domain.comhowever when i attempt programatically call web service using httpclient executing get i get 404 error i don't get error when username parameter email address example when username just user everything works fine here sample code var url http localhost xxxx controllername run asdf/1/asdf/07-01-2012/user domain.com var client new system.net.http.httpclient var response client.get url fails here 404 errorresponse.ensuresuccessstatuscode i have tried urlencoding email address luck any advice appreciated,Adding the following to the web.config should not fix the complete issue:&lt;system.webServer&gt;   &lt;modules runAllManagedModulesForAllRequests="true" /&gt;&lt;/system.webServer&gt;The solution no longer works as an extra path segment is used in the uri for me.https://localhost:xxxx/user@domain.com does workhttps://localhost:xxxx/path/user@domain.com does not workI google around and around and i understood that it is an extension. (.cs gives a different error as .com) and finaly find this: ASP.net MVC4 WebApi route with file-name in itMy solution was to add or change the following handler in the &lt;handlers&gt; section of your &lt;system.webServer&gt;:&lt;remove name="ExtensionlessUrlHandler-Integrated-4.0" /&gt;&lt;add name="ExtensionlessUrlHandler-Integrated-4.0"path="*.*"verb="*"type="System.Web.Handlers.TransferRequestHandler"preCondition="integratedModeruntimeVersionv4.0" /&gt;or change the path to path=*@*.*
i have internal web app being built asp.net 4 we stuck using authentication api built another team user site authenticated successfully site i would like give them access entire site.in asp.net webform days i just used keep custom user object session object null i knew user wasn't authenticated similar improved method mvc i don't want have build my own provider asp.net membership model possible what simplest way doing,You can do the Session Authentication by simply putting a session variable value when the login is successful. Eg public ActionResult Index(Models.Login login){if (ModelState.IsValid){Dal.Login dLogin = new Dal.Login();string result = dLogin.LoginUser(login);if (result == "Success")Session["AuthState"] = "Authenticated";}return View();}Now the trick is that you should have a common layout page of all the views to which you have to check for authentication. And in this layout page just do a razor check like this - &lt;body&gt;@if (Session["AuthState"] != "Authenticated"){Response.Redirect("~/login");}// other html&lt;/body&gt;I have been using this method in my application admin panel.
i have mvc 4 project i want add assembly web.config file i don't know where should i put i try any ways i cant find solution.every time i got error you must add reference assembly system.data.entity version 4.0.0.0 culture neutral publickeytoken b77a5c561934e089 my web.config file lt xml version 1.0 encoding utf-8 gt lt more information how configure your asp.net application please visit http go.microsoft.com fwlink linkid 152368 gt lt configuration&gt lt connectionstrings&gt lt add name parsgraphicentities connectionstring metadata res entities.parsgraphic.csdl res entities.parsgraphic.ssdl res entities.parsgraphic.msl provider system.data.sqlclient provider connection string amp quot data source initial catalog parsgraphic integrated security true multipleactiveresultsets true app entityframework&amp quot providername system.data.entityclient gt lt add name defaultconnection connectionstring data source sqlexpress initial catalog aspnet ui.mvc.internetapplication 2012317193118 integrated security true providername system.data.sqlclient gt lt connectionstrings&gt lt appsettings&gt lt add key webpages version value 2.0.0.0 gt lt add key webpages enabled value true gt lt add key preserveloginurl value true gt lt add key clientvalidationenabled value true gt lt add key unobtrusivejavascriptenabled value true gt lt appsettings&gt lt system.web gt lt compilation debug true targetframework 4.0 gt lt authentication mode forms gt lt forms loginurl account login timeout 2880 gt lt authentication&gt lt pages&gt lt namespaces&gt lt add namespace system.web.helpers gt lt add namespace system.web.mvc gt lt add namespace system.web.mvc.ajax gt lt add namespace system.web.mvc.html gt lt add namespace system.web.routing gt lt add namespace system.web.webpages gt lt namespaces&gt lt pages&gt lt profile defaultprovider defaultprofileprovider gt lt providers&gt lt add name defaultprofileprovider type system.web.providers.defaultprofileprovider system.web.providers version 1.0.0.0 culture neutral publickeytoken 31bf3856ad364e35 connectionstringname defaultconnection applicationname gt lt providers&gt lt profile&gt lt membership defaultprovider defaultmembershipprovider gt lt providers&gt lt add name defaultmembershipprovider type system.web.providers.defaultmembershipprovider system.web.providers version 1.0.0.0 culture neutral publickeytoken 31bf3856ad364e35 connectionstringname defaultconnection enablepasswordretrieval false enablepasswordreset true requiresquestionandanswer false requiresuniqueemail false maxinvalidpasswordattempts 5 minrequiredpasswordlength 6 minrequirednonalphanumericcharacters 0 passwordattemptwindow 10 applicationname gt lt providers&gt lt membership&gt lt rolemanager defaultprovider defaultroleprovider gt lt providers&gt lt add name defaultroleprovider type system.web.providers.defaultroleprovider system.web.providers version 1.0.0.0 culture neutral publickeytoken 31bf3856ad364e35 connectionstringname defaultconnection applicationname gt lt providers&gt lt rolemanager&gt lt sessionstate mode inproc customprovider defaultsessionprovider gt lt providers&gt lt add name defaultsessionprovider type system.web.providers.defaultsessionstateprovider system.web.providers version 1.0.0.0 culture neutral publickeytoken 31bf3856ad364e35 connectionstringname defaultconnection applicationname gt lt providers&gt lt sessionstate&gt lt system.web gt lt system.webserver gt lt validation validateintegratedmodeconfiguration false gt lt modules runallmanagedmodulesforallrequests true gt lt system.webserver gt lt runtime&gt lt assemblybinding xmlns urn schemas microsoft com asm.v1 gt lt dependentassembly&gt lt assemblyidentity name system.web.helpers publickeytoken 31bf3856ad364e35 gt lt bindingredirect oldversion 1.0.0.0-2.0.0.0 newversion 2.0.0.0 gt lt dependentassembly&gt lt dependentassembly&gt lt assemblyidentity name system.web.mvc publickeytoken 31bf3856ad364e35 gt lt bindingredirect oldversion 1.0.0.0-4.0.0.0 newversion 4.0.0.0 gt lt dependentassembly&gt lt dependentassembly&gt lt assemblyidentity name system.web.webpages publickeytoken 31bf3856ad364e35 gt lt bindingredirect oldversion 1.0.0.0-2.0.0.0 newversion 2.0.0.0 gt lt dependentassembly&gt lt assemblybinding&gt lt runtime&gt lt configuration&gt please help methanks,I just experienced the same issue with MVC 4 in VS Express 2012 for Web but while Alfonso's answer was much more helpful than anything else I found on the Web it unfortunately did not clear up the error in my project. After doing some research on the Internet (to no avail) and then just poking around Visual Studio I found the following solution.In addition to adding EntityFramework to my project's references and adding the  tag to my Web.config I also had to take the following steps to satisfy the compiler:Right-click the References folder > Add Reference...Expand Assemblies on the left side of the window and select Framework.Scroll to and select System.Data.Entity in the list of assemblies.Make sure the box next to System.Data.Entity is checked then click 'OK'.Rebuild the project.
i have two tables customers country use entity framework vs 2012 model class using system using system.collections.generic public partial class customer public int id get set public string firstname get set public string lastname get set public string address get set public string email get set public string phone get set public nullable&lt int&gt countrryid get set public string note get set public virtual country country get set i try build select query get all customers country name i always get below error message,there is one more solution using ViewBagusing(var db = new jQGridEntities()){var customers = db.Customers.Where(c=&gt;c.Country!=null).ToList();ViewBag.customerlist= customers;}
way customize way asp.net mvc4 bundling&amp minification feature minifies js files meaning i don't want completely turn off minification just breaks angularjs.since angularjs uses di ioc approach injecting services controllers following function mycontroller scope once minified becomes function mycontroller n normally wouldn't problem angularjs uses parameter names understand which service inject so scope should remain scope well any other parameter angular controllers everything else like local variables etc should minified normally.i can't find any clear documentation how configure mvc4 minification seems rather dumb all nothing so i think i'm missing somethingthanks,For those of you who don't want/can't be arsed to write the "minification-safe" angular-DI syntax and don't care about variable names being obfuscated I used BundleTransfomer along with Yui Js minifier - available via nuget: Install-Package BundleTransformer.Core Install-Package BundleTransformer.YuiGives VERY fine-grained control over minification/obfuscation.  In the angular world just set the obfuscateJavascript within the yui web.config section to false.
non microsoft nuget package allows upgrading mvc3 mvc4.there microsoft article explains how manually migrate from mvc3 mvc4 we can read from article ex locate projecttypeguids element replace e53f8fea-eae0-44a6-8774-ffd645390401 e3e379df-f4c6-4180-9b81-6769533abe47 now something similar allows migrating from mvc3 mvc5 sufficient migrate first from 3 4 re target framework version 4.5 install official mvc nu get,Due to the installation of VS2015 I had to convert my applications from MVC3 on MVC5. I've done this with success :). I hope that the following description will help someone in a similar issue:1) Change .Net Framework to 4.5Project -&gt; Properties -&gt; Application -&gt; Target Framework -&gt; 4.52) Install from Package Manager Console:Install-Package Microsoft.AspNet.Mvc -Version 5.2.33) There is a line in web.config that is:&lt;add key="webpages:Version" value="1.0.0.0" /&gt;Changed it to the version of system.web.webpages.dll in your bin folder:&lt;add key="webpages:Version" value="3.0.0.0" /&gt;4) If your project uses the EntityFramework you have to upgrade it to version 5.x or higher and set dll references to....\net45\EntityFramework.dll....\net45\EntityFramework.SqlServer.dll5) To solve problems like:Error   CS0104  'Compare' is an ambiguous reference between 'System.ComponentModel.DataAnnotations.CompareAttribute' and 'System.Web.Mvc.CompareAttribute'you can add:using CompareAttribute = System.Web.Mvc.CompareAttribute;6) You will probably have to change additional definitions in the web.config and the Views\web.config and find and replace text as shown below:System.Web.Mvc System.Web.Mvc.* System.Web.Razor System.Web.WebPages.Razor change from 3.0.0.0 to 5.0.0.0System.Web.WebPages System.Web.WebPages.* change from 1.0.0.0 to 3.0.0.0That's all :)
opening visual studio 2012file new project asp.net mvc 4 web application razor view engineerror number 0x80070002visual studio ultimate 2012 amp up dateedit http forums.asp.net post/5373941.aspxdidn t work.any ideas thanks advance,I run into this problem after installing ASP.NET and Web Tools 2012.2. I solved it running repair mode from Visual Studio 2012 installation setup.
i'm using asp.net mvc 4 bundling minifying features microsoft.aspnet.web.optimization namespace eg styles.render content static css i'd like use combination windows azure cdn.i looked writing custom bundletransform content optimized yet.i also looked parsing uploading optimized stream runtime feels like hack me i don't really like stylescdn.render url.absolutecontent styles.url content static css tostring public static ihtmlstring render string absolutepath get version hashstring versionhash httputility.parsequerystring new uri absolutepath query get v only parse upload cdn version hash differentif versionhash versionhash versionhash versionhash webclient client new webclient stream stream client.openread absolutepath uploadstreamtoazurecdn stream var stylesheetlink string.format lt link href 0 1 2 3 v 4 rel stylesheet type text css gt cdnendpointprotocol cdnendpointurl cdncontainer cdncssfilename versionhash return new htmlstring stylesheetlink how can i upload bundled minified versions automatically my windows azure cdn,For @manishKungwani requested in previous comment. Just set UseCdn and then use the cdnHost overload to crate the bundle. I used this to put in an AWS CloudFront domain (xxx.cloudfront.net) but in hindsight it should have been named more generically to use with any other CDN provider.public class CloudFrontScriptBundle : Bundle{public CloudFrontScriptBundle(string virtualPath string cdnHost = ""): base(virtualPath null new IBundleTransform[] { new JsMinify() new CloudFrontBundleTransformer { CdnHost = cdnHost } }){ConcatenationToken = ";";}}public class CloudFrontStyleBundle : Bundle{public CloudFrontStyleBundle(string virtualPath string cdnHost = ""): base(virtualPath null new IBundleTransform[] { new CssMinify() new CloudFrontBundleTransformer { CdnHost = cdnHost } }){}}public class CloudFrontBundleTransformer : IBundleTransform{public string CdnHost { get; set; }static CloudFrontBundleTransformer(){}public virtual void Process(BundleContext context BundleResponse response){if (context.BundleCollection.UseCdn &amp;&amp; !String.IsNullOrWhiteSpace(CdnHost)){var virtualFileName = VirtualPathUtility.GetFileName(context.BundleVirtualPath);var virtualDirectory = VirtualPathUtility.GetDirectory(context.BundleVirtualPath);if (!String.IsNullOrEmpty(virtualDirectory))virtualDirectory = virtualDirectory.Trim('~');var uri = string.Format("//{0}{1}{2}" CdnHost virtualDirectory virtualFileName);using (var hashAlgorithm = CreateHashAlgorithm()){var hash = HttpServerUtility.UrlTokenEncode(hashAlgorithm.ComputeHash(Encoding.Unicode.GetBytes(response.Content)));context.BundleCollection.GetBundleFor(context.BundleVirtualPath).CdnPath = string.Format("{0}?v={1}" uri hash);}}}private static SHA256 CreateHashAlgorithm(){if (CryptoConfig.AllowOnlyFipsAlgorithms){return new SHA256CryptoServiceProvider();}return new SHA256Managed();}}
i have followed some articles tutorials over internet order create custom validation attribute also supports client side validation asp.net mvc 4 website what i have until now requiredifattribute.cs attributeusage attributetargets.property allowmultiple true addedpublic class requiredifattribute validationattribute iclientvalidatable private readonly string condition private string propertyname addedpublic requiredifattribute string condition this.condition condition this.propertyname propertyname added protected override validationresult isvalid object value validationcontext validationcontext propertyinfo propertyinfo validationcontext.objecttype.getproperty this.propertyname addeddelegate conditionfunction createexpression validationcontext.objecttype condition bool conditionmet bool conditionfunction.dynamicinvoke validationcontext.objectinstance conditionmet value null return new validationresult formaterrormessage null return validationresult.success private delegate createexpression type objecttype string expression lambdaexpression lambdaexpression system.linq.dynamic.dynamicexpression.parselambda objecttype typeof bool expression addeddelegate function lambdaexpression.compile return function public ienumerable&lt modelclientvalidationrule&gt getclientvalidationrules modelmetadata metadata controllercontext context var modelclientvalidationrule new modelclientvalidationrule validationtype requiredif errormessage errormessage added modelclientvalidationrule.validationparameters.add param this.propertyname addedreturn new list&lt modelclientvalidationrule&gt modelclientvalidationrule i applied attribute property class like requiredif inapppurchase true inapppurchase errormessage please enter app purchase promotional price added inapppurchase public string inapppurchasepromotionalprice get set public bool inapppurchase get set so what i want do display error message field inapppurchasepromotionalprice required when inapppurchase field true means checked form following relevant code form view lt div class control group gt lt label class control label inapppurchase gt does your app include app purchase lt label&gt lt div class controls gt html.checkboxfor o gt o.inapppurchase html.labelfor o gt o.inapppurchase yes lt div&gt lt div&gt lt div class control group id inapppurchasepromotionalpricediv model.inapppurchase true html.raw style display block html.raw style display none gt lt label class control label inapppurchasepromotionalprice gt app friday promotional price app purchase lt label&gt lt div class controls gt html.textboxfor o gt o.inapppurchasepromotionalprice new title should lowest price tier free 99 just your app friday date lt span class help inline gt html.validationmessagefor o gt o.inapppurchasepromotionalprice lt span&gt lt div&gt lt div&gt code works perfectly when i submit form full post requested server order display message so i created javascript code enable client side validation requiredif.js function validator.addmethod requiredif function value element params var inapppurchase inapppurchase checked inapppurchase return true return false var ischecked param checked ischecked return false return true validator.unobtrusive.adapters.add requiredif param function options options.rules requiredif options.params.param options.messages requiredif options.message jquery proposed way msdn tutorials i have foundof course i have also inserted needed scripts form jquery.unobtrusive ajaxminjsjqueryvalidateminjsjqueryvalidateunobtrusiveminjsrequiredifjsbut client side validation still does work so could you please help me find what am i missing thanks advance,It's worth noting that the [RequiredIf] attribute needs to be added to the second form field in the view model in order for client validation to work.
when opening mvc4 c web project visual studio 2013 ide reports error type namespace name could found you missing using directive assembly reference project builds runs without any errors furthermore intellisense does include project namespace.the missing reference files within same project.for example web project namespace webproject.com references controller files webproject.com.models underlined red error above.i have checked following all solution projects configured use same target framework net 4 web.config views folder contains namespace system.web.webpages.razor sectioncleaned rebuilt solutiondeleted all bin obj contentdeleted suo csproj.user files were created vs2010the only way i can get rid errors being reported vs2013 unload reload project.when opened visual studio 2010 i do get problems,Microsoft just released a new security update to be automatically applied to machines configured to use Microsoft Update.  Unfortunately some ASP.NET MVC 3 and 4 VS projects can no longer build after the update is applied. These projects will fail with the following error:"Could not locate the assembly "System.Web.MvcVersion=4.0.0.0 Culture=neutral PublicKeyToken=31bf3856ad364e35processorArchitecture=MSIL"My project also had the error "The type or namespace name 'System.Web.Mvc' could not be found (are you missing a using directive or an assembly reference)". Installing the latest version of Microsoft.AspNet.Mvc solved my problem. See the following article from Microsoft for more info:http://blogs.msdn.com/b/webdev/archive/2014/10/16/microsoft-asp-net-mvc-security-update-broke-my-build.aspx
new mvc4 rtm internet application templates use simplemembership providers descibed here simplemembershipmy existing mvc website uses asp.membership framework ideally i would like migrate user data tables new simplemembership tables my reasons wanting do cleaner integration rest my database which uses efsupport azure oauth out boxuse latest mvc4 rtm controllers views without needing modifyi've always felt existing membership implementation little bloated what i neededso i wrote sql script today migrate data existing asp.net membership tables new simple membership tables can found heretesting login my mvc 4 website password verification failing i believe simplemembership uses different password algo than old membership framework new passwords created under simplemembership framework look lot longer.so my question since i using hashed password format old asp.net membership providers users original password irretrievable what options do i have get simplemembership provider working.i guessing some options get my users reset passwordsgetting simplemembership provider use same password algo old asp.net membership providers.revert new mvc 4 rtm internet application templates use old asp.net membership providers least desirable options me i would like use simplemembership framework.i would suspect many people also looking migrate existing membership databases new simplemembership provider.any help greatly appreciated.cheersjim,I had a similar issue I should have written a tutorial / blog post on doing this but my solution was to add the following to my web.config (this corresponds to option #2):&lt;system.web&gt;&lt;membership hashAlgorithmType="SHA1" defaultProvider="DefaultMembershipProvider"&gt;  &lt;providers&gt;&lt;add name="DefaultMembershipProvider" etc.../&gt;  &lt;/providers&gt;&lt;/membership&gt;&lt;machineKey validation="SHA1" /&gt;...&lt;/system.web&gt;The interesting part of the code above is the "hashAlgorithmType".  Setting that to SHA1 will use the old asp.net memberships hashing algorithm.  I'm also in a similar position -- I either have to ask my users to update their passwords or keep with the specific hash algorithm. Hope this helps!-Sig
questionin which context i can use redirecttoaction where use redirecttorouteresult i have two action methods like below.approach 1public class actionresulttypescontroller controller public actionresult content return new redirecttorouteresult new routevaluedictionary new action fileresult controller actionresulttypes public actionresult fileresult return view approach 2i could write same code like below well only difference time i used redirecttoaction place redirecttorouteresultpublic class actionresulttypescontroller controller public actionresult content return redirecttoaction fileresult actionresulttypes public actionresult fileresult return view both piece code have common resultant,It's almost the same but...what happens when you work with a few custom routes? is an alternative that supports routeswith the second approach you work with the default route but when you need use a specific route with 3 or 4 parameters you can use the first approach and specified route name and with all parameters.this kind of options you can find in helpers too for example a news paper site:your project has two routesroutes.MapRoute("Default" // Route name"{controller}/{action}/{id}" new { controller = "Home" action = "Index" id = UrlParameter.Optional } );routes.MapRoute("NewsRoute" // Route name"News/{action}/{year}/{month}/{day}/{news}" new { controller = "News" action = "show" year = 2013 month = 6 news = "start-new" } );the default route it's used for contents and special pages and the NewsRoute it's used for show and edit newsif you need build some url you must do it like this@Url.Action("Home""Contact")@Url.RouteUrl("NewsRoute" new RouteValueDictionary(new {action = "show" year = 2013 month = 6 news = "title news" }));and the redirect it's the same way
i'm using asp.net mvc 4 entity framework 5 i have model classes entity maps map existing tables those model classes all setup fine works great.now i want mock i created unit work takes datacontext uses generic repository upon i built services able get data from many repositories once only needing have one instance datacontext also works great.now problem i want test services mock data when i create unit work instance i want able insert datacontext mocked instead real datacontext.i tried create icontext interface let real mocked datacontext implement ran problems dbset i tried use idbset creating fakedbset without success i also read internet mocking context idbset using fakedbset bad approach.do you have any idea what would best way achieve what i have now behavior i would like keep would really like able mock data from model classes datacontext.i m aware entity framework already comes unit work behavior you don't need add extra behavior top i wanted wrap inside another class keeps track all repositories called unitofwork class edit i wrote two articles explaining my solution both linq entity framework.http gaui.is how mock datacontext linq http gaui.is how mock datacontext entity framework here my code irepository.cspublic interface irepository&lt t&gt where t class void add t entity void delete t entity void update t entity t getbyid long id ienumerable&lt t&gt all ienumerable&lt t&gt find expression&lt func&lt t bool&gt gt predicate iunitofwork.cspublic interface iunitofwork idisposable irepository&lt tentity&gt getrepository&lt tentity&gt where tentity class void save repository.cspublic class repository&lt t&gt irepository&lt t&gt where t class private readonly idbcontext context private readonly idbset&lt t&gt dbset public repository idbcontext context context context dbset context.set lt t&gt public virtual void add t entity dbset.add entity public virtual void delete t entity var entry context.entry entity entry.state system.data.entitystate.deleted public virtual void update t entity var entry context.entry entity dbset.attach entity entry.state system.data.entitystate.modified public virtual t getbyid long id return dbset.find id public virtual ienumerable&lt t&gt all return dbset public ienumerable&lt t&gt find expression&lt func&lt t bool&gt gt predicate return dbset.where predicate unitofwork.cspublic class unitofwork&lt tcontext&gt iunitofwork where tcontext idbcontext new private readonly idbcontext ctx private dictionary&lt type object&gt repositories private bool disposed public unitofwork ctx new tcontext repositories new dictionary&lt type object&gt disposed false public irepository&lt tentity&gt getrepository&lt tentity&gt where tentity class repositories.keys.contains typeof tentity return repositories typeof tentity irepository&lt tentity&gt var repository new repository&lt tentity&gt ctx repositories.add typeof tentity repository return repository public void save ctx.savechanges public void dispose dispose true gc.suppressfinalize protected virtual void dispose bool disposing disposed disposing ctx.dispose disposed true exampleservice.cspublic class exampleservice private irepository&lt example&gt m repo public exampleservice iunitofwork uow m repo uow.getrepository lt example&gt public void add example example m repo.add example public ienumerable&lt example&gt getall return m repo.all examplecontroller.cspublic ienumerable&lt example&gt getall create unit work objectiunitofwork uow new unitofwork&lt appdatacontext&gt create service unit work attached datacontextexampleservice service new exampleservice uow return service.getall,You can follow the following link it is very helpful.Generic Repository Pattern in MVC3 Application with Entity FrameworkEntity Framework and Data Patterns
i have accidentally removed part my project thinking i temp folder.it asp.net mvc 4 application.i don t have tfs any other program monitoring my filesystem.i had just publish my application all i have left bunch compiled files js css images.is any tool from microsoft i could perform reverse engineering does vs2012 keep track files so i could restore,Just go to Recycle Bin and press the restore.you will find the deleted file in the file explorer in the software file.
i want build kendo ui grid format date dd mm yyyy however all questions i found about were resolved code format 0 d so i have tried like code below gridboundcolumnbuilder&lt tmodel&gt builder par.bound field.name switch field.type.type case ctype.boolean builder builder.clienttemplate string.format lt input type checkbox 0 checked checked disabled disabled gt lt input&gt field.name break case ctype.datetime builder builder.format 0 d break case ctype.decimal case ctype.double builder builder.format 0 0.00 break another formats works fine just datetime do works i had result datetime date 1377020142000,The core issue is documented really well here. Combining the answers there with other stuff I found here's what I had to do to get it to work on my project. In the C# code:.Template("#= kendo.toString(parseDate(" + field.Name + ") 'dd/MM/yyyy') #");Then create a javascript function:function parseDate(d) {  d = new Date(parseInt(d.replace(/\/Date\((-?\d+)\)\//gi "$1") 10));  return d;}It's a bit of a kluge but works.
question already has answer here jquery datepicker chrome6 answersi'm doing simple mvc4 internet application which allows add some items categories.here what i've done so far.i ve datepicker mvc view script datepicker like lt script src url.content scripts jquery-1.7.1.min js type text javascript gt lt script&gt lt script src url.content scripts jquery ui-1.8.20.min js type text javascript gt lt script&gt scripts.render bundles jqueryval lt script type text javascript gt function dtitemduedate datepicker dateformat dd mm yy'mindate 0 lt script&gt my model property displayname item duedate required displayformat dataformatstring 0 dd mm yyyy applyformatineditmode true datatype datatype.datetime public datetime dtitemduedate get set public char charcompleted get set my view i've done html.textboxfor m gt m.dtitemduedate html.validationmessagefor m gt m.dtitemduedate error like field item duedate must date.the strange does work ie mozilla doesnot work chrome.i found many posts so none them helpany ideas suggestions,I solved this issue by changing from DateTime to String.This is the best solution for a good maintance that I can think at the moment.
i want go http myserver able get help pages default home page so first thing guest http myserver should see help page.i have default route set up like public static void registerroutes routecollection routes routes.ignoreroute resource axd pathinfo routes.maproute name default url controller action id defaults new controller home action index id urlparameter.optional i have my help page area registration set up like public override void registerarea arearegistrationcontext context context.maproute helppage default doc action apiid new controller help action index apiid urlparameter.optional helppageconfig.register globalconfiguration.configuration when i change routeconfig controller help i get view index its master found view engine supports searched locationswhen i change help page route controller action apiid my attributeroutes stop working.is some easy way make asp.net help pages default home page,For those who search where to add the route with the current version of the WebApi and of the NuGet package you have to search for the file named "HelpPageAreaRegistration" in the Area folder added by NuGet.Here is mine once it was coded to have the help page with WebApi has default web page.public class HelpPageAreaRegistration : AreaRegistration{public override string AreaName{get{return "HelpPage";}}public override void RegisterArea(AreaRegistrationContext context){context.MapRoute("HelpPage_Default""Help/{action}/{apiId}"new { controller = "Help" action = "Index" apiId = UrlParameter.Optional });context.MapRoute("Help Area"""new { controller = "Help" action = "Index" });HelpPageConfig.Register(GlobalConfiguration.Configuration);}}
visual studio 2012 i created asp.net mvc 4 project where target framework net framework 45 when i deployed my project web server gave following error could load file assembly system.web.http.webhost version 4.0.0.0 culture neutral publickeytoken 31bf3856ad364e35 one its dependencies system cannot find file specified.description unhandled exception occurred during execution current web request please review stack trace more information about error whereit originated code exception details system.io.filenotfoundexception could load file assembly system.web.http.webhost version 4.0.0.0 culture neutral publickeytoken 31bf3856ad364e35 one its dependencies system cannot find file specified.source error version information microsoft net framework version 4.0.30319 asp.net version 4.0.30319.34237,Important: This error message can be caused because you are deploying a 4.5 project to a server that doesn't have 4.0 installed. Make sure you have the .NET Framework version installed in IIS for the project you need. Some of these DLLs by default won't copy up because it uses the core project DLL normally. Check to make sure your production server has the .NET version you're going with. I experienced this myself with a 4.5 project on a 4.0 server.
pattern bind ilist items view i seem having issues httppost i know phil haack wrote nice article dated he said might have fix mvc 4,~Controllernamespace ListBindingTest.Controllers{public class HomeController : Controller{//// GET: /Home/public ActionResult Index(){List&lt;String&gt; tmp = new List&lt;String&gt;();tmp.Add("one");tmp.Add("two");tmp.Add("Three");return View(tmp);}[HttpPost]public ActionResult Send(IList&lt;String&gt; input){return View(input);}}}~ Strongly Typed Index View@model IList&lt;String&gt;@{Layout = null;}&lt;!DOCTYPE html&gt;&lt;html&gt;&lt;head&gt;&lt;meta name="viewport" content="width=device-width" /&gt;&lt;title&gt;Index&lt;/title&gt;&lt;/head&gt;&lt;body&gt;&lt;div&gt;@using(Html.BeginForm("Send" "Home" "POST")){@Html.EditorFor(x =&gt; x)&lt;br /&gt;&lt;input type="submit" value="Send" /&gt;}&lt;/div&gt;&lt;/body&gt;&lt;/html&gt;~ Strongly Typed Send View@model IList&lt;String&gt;@{Layout = null;}&lt;!DOCTYPE html&gt;&lt;html&gt;&lt;head&gt;&lt;meta name="viewport" content="width=device-width" /&gt;&lt;title&gt;Send&lt;/title&gt;&lt;/head&gt;&lt;body&gt;&lt;div&gt;@foreach(var element in @Model){@element&lt;br /&gt;}&lt;/div&gt;&lt;/body&gt;&lt;/html&gt;This is all that you had to do man change his MyViewModel model to IList.
i have base controller class all my other controller inherits baseclass like thisall works great mvc3 test again today really works seems executecore basecontroller fired any more mvc 4 beta.any idea anything huge has changed under hood thanks very much.public class basecontroller controller private string mydata public string mydata get return mydata protected override void executecore mydata i am doing something base.executecore public class homecontroller basecontroller public actionresult index viewbag.mydata mydata doing something value baseclassreturn view,You can also use BeginExecuteCoreprotected override IAsyncResult BeginExecuteCore(AsyncCallback callback object state){return base.BeginExecuteCore(callback state);}
i have drop down list box which lists roles i want get list users having role i mean list users administrator role canedit role here my code public iqueryable&lt microsoft.aspnet.identity.entityframework.identityuser gt getrolestousers control string ddlrole ddlrole returns role id based id i want list users var db new applicationdbcontext iqueryable&lt microsoft.aspnet.identity.entityframework.identityuser gt query db.users ddlrole null query query.where e gt e.claims ddlrole.value return query please help.updated code still error public list&lt identityuserrole&gt getrolestousers control string ddlrole var rolemanager new rolemanager&lt identityrole&gt new rolestore&lt identityrole&gt new applicationdbcontext var users rolemanager.findbyname administrator users.tolist return users error select method must return one iqueryable ienumerable microsoft.aspnet.identity.entityframework.identityuser when itemtype set microsoft.aspnet.identity.entityframework.identityuser i tried various castings none them helped.update working solution thanks chris544 his idea helped me fix here working method public list&lt applicationuser&gt getrolestousers control string ddlrole var context new applicationdbcontext var users context.users.where x gt x.roles.select y gt y.roleid contains ddlrole tolist return users,Since bits like this tend to impact performance I tried the other answers posted here and looked at the SQL they generated. This seems to be the most performant way of getting all the user's email addresses currently.public void SendEmailToUsersInRole(string roleName){MailMessage message = new MailMessage();...using (var usersDB = new ApplicationDbContext()){var roleId = usersDB.Roles.First(x =&gt; x.Name == roleName).Id;IQueryable&lt;string&gt; emailQuery =usersDB.Users.Where(x =&gt; x.Roles.Any(y =&gt; y.RoleId == roleId)) .Select(x =&gt; x.Email);foreach (string email in emailQuery){message.Bcc.Add(new MailAddress(email));}}...}The SQL that it executes is shown below:SELECT TOP (1) [Extent1].[Id] AS [Id] [Extent1].[Name] AS [Name]FROM [dbo].[AspNetRoles] AS [Extent1]WHERE N'Reviewer' = [Extent1].[Name]SELECT [Extent1].[Email] AS [Email]FROM [dbo].[AspNetUsers] AS [Extent1]WHERE  EXISTS (SELECT 1 AS [C1]FROM [dbo].[AspNetUserRoles] AS [Extent2]WHERE ([Extent1].[Id] = [Extent2].[UserId]) AND ([Extent2].[RoleId] = @p__linq__0))-- p__linq__0: '3' (Type = String Size = 4000)
