Title,LongDescription,answer
dataannotation required property,first works today failed how i define date property display name date required errormessage date submission required displayformat dataformatstring 0 d applyformatineditmode true datatype datatype.date public datetime tripdate get set has been working past today when i call same apicontroller action httppost public httpresponsemessage savenewreport tripleaderreportinputmodel model firebug reports exceptionmessage property tripdate type whitewater.viewmodels.report.tripleaderreportinputmodel invalid value typed properties marked required must also marked datamember isrequired true recognized required consider attributing declaring type datacontract property datamember isrequired true exceptiontype system.invalidoperationexception what happened isn't those datacontract wcf i am using rest webapi mvc4 can anyone help please update some similar links i have found.mvc 4.0 rtm broke us we don't know how fix rss update again here http response header cache control cacheconnection closecontent length 1846content-typeapplication json charset utf-8datethu 06 sep 2012 17 48 15 gmtexpires 1pragma cacheserver asp.net development server/10.0.0.0x aspnet-version4.0.30319request header accept accept encoding gzip deflateaccept language en usen q 0.5cache-control cacheconnection keep alivecontent length 380content-typeapplication x www form urlencoded charset utf-8cookie aspxauth 1hostlocalhost 39019pragma cachereferer http localhost 39019/report tripleaderuser agent mozilla/5.0 windows nt 6.1 wow64 rv 15.0 gecko/20100101 firefox/15.0x requested withxmlhttprequest update i have found out makeshift solution see answer below anyone understand why works has better solutions please post your answers thank you,I have added a ModelValidationFilterAttribute and made it work:public class ModelValidationFilterAttribute : ActionFilterAttribute{public override void OnActionExecuting(HttpActionContext actionContext){if (!actionContext.ModelState.IsValid){// Return the validation errors in the response body.var errors = new Dictionary&lt;string IEnumerable&lt;string&gt;&gt;();//string key;foreach (KeyValuePair&lt;string ModelState&gt; keyValue in actionContext.ModelState){//key = keyValue.Key.Substring(keyValue.Key.IndexOf('.') + 1);errors[keyValue.Key] = keyValue.Value.Errors.Select(e =&gt; e.ErrorMessage);}//var errors = actionContext.ModelState//.Where(e =&gt; e.Value.Errors.Count &gt; 0)//.Select(e =&gt; new Error//{//Name = e.Key//Message = e.Value.Errors.First().ErrorMessage//}).ToArray();actionContext.Response =actionContext.Request.CreateResponse(HttpStatusCode.BadRequest errors);}}}You can either add [ModelValidation] filter on the actions. Or add it into Global.asax.cs:GlobalConfiguration.Configuration.Services.RemoveAll(typeof(System.Web.Http.Validation.ModelValidatorProvider)v =&gt; v is InvalidModelValidatorProvider);In this way I continue to use the original data annotation.Reference
how include script bundle scripts section view,i have layout rendersection scripts section i have bundle would need included section some views i thought just doing view would work rendering scripts section scripts scripts.render bundles mybundle my view how can i include bundle scripts section layout@scripts.render bundles jquery bundles scripts rendersection scripts required false view@section scripts scripts.render bundles movie,Try below mentioned solution inside the View.View @section Scripts{&lt;script src="@System.Web.Optimization.BundleTable.Bundles.ResolveBundleUrl("~/bundles/movie")"&gt;&lt;/script&gt;}
how use jwt mvc application authentication authorization,i planned use asp.net identity 2.0 asp.net mvc application authentication authorization.referring below linkjson web token asp.net web api 2 using owini able create access token jwt valid user ie when user logs application i validate user name password i issue json web token valid user.now i read some articles we need pass bearer token headers every request validate user authentication mvc we provide authorize attribute methods needs protected shown below public class usercontroller basehrappcontroller authorize public actionresult index return view how tell my mvc application use jwt validating user i want make my mvc application validate user using jwt whenever user tries access method authorize attribute since i use ajax calls many pages access method present mvc controller i don't think good pass token every ajax request i need help accomplish authentication authorization efficient way using asp.net identity mvc applicaton currently i don't know how use jwt token authentication authorization mvc application,In order for MVC to understand anything about your JWT you basically have to tell it :-) . First install the Jwt package from nuget:Install-Package Microsoft.Owin.Security.JwtThen open up your Startup.cs file and add a new funtion that will tell MVC how to consume JWT. At basics your Startup will look something like:using System.Configuration;using Microsoft.Owin;using Microsoft.Owin.Security;using Microsoft.Owin.Security.DataHandler.Encoder;using Microsoft.Owin.Security.Jwt;using Owin;[assembly: OwinStartupAttribute(typeof(TOMS.Frontend.Startup))]namespace TOMS.Frontend{public partial class Startup{public void Configuration(IAppBuilder app){ConfigureAuth(app);ConfigureOAuthTokenConsumption(app);}private void ConfigureOAuthTokenConsumption(IAppBuilder app){var issuer = ConfigurationManager.AppSettings["Issuer"];var audienceId = ConfigurationManager.AppSettings["AudienceId"];var audienceSecret = TextEncodings.Base64Url.Decode(ConfigurationManager.AppSettings["AudienceSecret"]);// Api controllers with an [Authorize] attribute will be validated with JWTapp.UseJwtBearerAuthentication(new JwtBearerAuthenticationOptions{AuthenticationMode = AuthenticationMode.ActiveAllowedAudiences = new[] { audienceId }IssuerSecurityTokenProviders = new IIssuerSecurityTokenProvider[]{new SymmetricKeyIssuerSecurityTokenProvider(issuer audienceSecret) }});}}}You will notice that I am placing the issuer audienceId and audienceSecret in my Web.config file. (Those values should match the ones on your Resource Server). Also you might want to ensure you have an updated System.IdentityModel.Tokens.Jwt running:Update-package System.IdentityModel.Tokens.JwtWith those set you may decorate your controller Action with the [Authorize] attribute and play ball.Play ball of course meaning fire your request from your javascript to your protected controller action://assuming you placed the token in a sessionStorage variable called tokenKey when it came back from your Authorization Servervar token = sessionStorage.getItem(tokenKey);var headers = {};if (token) {headers.Authorization = 'Bearer ' + token;}$.ajax({type: 'GET'url: 'CONTROLLER/ACTION'headers: headers}).done(function (data) {self.result(data);}).fail(showError);UPDATEBy The way if you wish to add the values in your web.config file in order to retrieve them as I did above; simply add them under the AppSettings:&lt;configuration&gt; &lt;appSettings&gt;&lt;add key="Issuer" value="YOUR_ISSUER" /&gt;&lt;add key="AudienceId" value="YOUR_AUDIENCEID" /&gt;&lt;add key="AudienceSecret" value="YOUR_AUDIENCESECRET" /&gt; &lt;/appSettings&gt;&lt;/configuration&gt;...of course replacing the "values" with your own
typescript error runtime error cannot read property 39 prototype 39 undefined when extending,so i'm getting above error console caused super being undefined when passed extends generated js here some test code can used reproduce error entirety file test.tsmodule test export class test1 public name string public number number constructor separate file i have class inherits from one lt reference path test.ts gt module test export class test2 extends test1 constructor super lt reference path shouldn't needed isn't i added see helped didn't files included correct order test.ts test2.ts via bundleconfig running without optimisations doesn't have any effect i am probably being giant noob i haven't slightest clue what i've messed up all other instances problem i've found online from folks using command line compiler combine multiple typescript files one single file i'm using bundler do even when i don't combine them i get exact same issue.please help me i'm my wits end requested here compiled javascript test.js entirety file test.tsvar test function test var test1 function function test1 return test1 test.test1 test1 test test sourcemappingurl test.js.maptest2.js var extends extends function d b var p b b.hasownproperty p d p b p function this.constructor d prototype b.prototype d.prototype new lt reference path test.ts gt var test function test var test2 function super extends test2 super function test2 super.call return test2 test.test1 test.test2 test2 test test sourcemappingurl test2.js.map,Possible reasons this is happening:Quadruple-check that BundleConfig is concatenating the files in the correct order. This is by far the most common cause of that error.Verify you don't have any top-level export directives in Test.ts. This would cause the file to become an external module and Test1 would no longer be visible.Failing that you should post the emitted JavaScript to the question so we can diagnose what's causing the issue.
web deployment task failed access control list canonical form therefore cannot modified,publishing asp.net mvc 4 application iis 8 my machine giving following error access control list canonical form therefore cannot modified.i am under windows 10 using vs 2013 ultimate.i installed web deploy 3.5 from web platform installer 5 i made sure services working,You can run the following command to fix it command prompticacls.exe C:\inetpub\wwwroot\&lt;VIRTUAL DIRECTORY&gt; /verify /T /C /L /Q// If any entries are reported as being not in canonical order then run:icacls.exe C:\inetpub\wwwroot\&lt;VIRTUAL DIRECTORY&gt; /reset /T /C /L /QSourcepowershell$path = C:\inetpub\wwwroot\&lt;VIRTUAL DIRECTORY&gt;$acl = Get-Acl $pathSet-Acl $path $aclSource
why do i get invalidoperationexception when i try use attribute routing web api 2,i just updated my web api packages my mvc 4 application so i can use attribute routing when i add config.maphttpattributeroutes i get error says object has yet been initialized ensure httpconfiguration.ensureinitialized called application startup code after all other initialization code i remove config.maphttpattributeroutes route attributes everything works did before how can i resolve error here my webapiconfig class public static class webapiconfig public static void register httpconfiguration config config.maphttpattributeroutes config.routes.maphttproute name defaultapi routetemplate api controller id defaults new id routeparameter.optional uncomment following line code enable query support actions iqueryable iqueryable&lt t&gt return type avoid processing unexpected malicious queries use validation settings queryableattribute validate incoming queries more information visit http go.microsoft.com fwlink linkid 279712 config.enablequerysupport error details object has yet been initialized ensure httpconfiguration.ensureinitialized called application startup code after all other initialization code.description unhandled exception occurred during execution current web request please review stack trace more information about error where originated code exception details system.invalidoperationexception object has yet been initialized ensure httpconfiguration.ensureinitialized called application startup code after all other initialization code.source error unhandled exception generated during execution current web request information regarding origin location exception can identified using exception stack trace below.stack trace invalidoperationexception object has yet been initialized ensure httpconfiguration.ensureinitialized called application startup code after all other initialization code system.web.http.routing.routecollectionroute.get subroutes 127 system.web.http.routing.routecollectionroute.getroutedata string virtualpathroot httprequestmessage request 99 system.web.http.webhost.routing.httpwebroute.getroutedata httpcontextbase httpcontext 191 system.web.routing.routecollection.getroutedata httpcontextbase httpcontext 233 system.web.routing.urlroutingmodule.postresolverequestcache httpcontextbase context 60 system.web.routing.urlroutingmodule.onapplicationpostresolverequestcache object sender eventargs e 82 system.web.synceventexecutionstep.system.web.httpapplication.iexecutionstep.execute 136 system.web.httpapplication.executestep iexecutionstep step boolean&amp completedsynchronously 69,Comment out or remove this line of code in WebApiConfig:config.MapHttpAttributeRoutes();
asp.net mvc 4 301 redirects routeconfig.cs,how can i add route routeconfig.cs file asp.net mvc 4 app perform permanent 301 redirect another route i would like certain different routes point same controller action seems 301 would best practice specially seo thanks,I know you specifically asked how to do this on the RouteConfig but you can also accomplish the same using IIS Rewrite Rules. The rules live on your web.config so you don't even need to use IIS to create the rules you can simply add them to the web.config and will move with the app through all your environments (Dev Staging Prod etc) and keep your RouteConfig clean. It does require the IIS Module to be installed on IIS 7 but I believe it comes pre installed on 7.5+.Here's an example:&lt;?xml version="1.0" encoding="UTF-8"?&gt; &lt;configuration&gt;&lt;system.webServer&gt;&lt;rewrite&gt;&lt;rules&gt;&lt;rule name="Redirect t and c" stopProcessing="true"&gt;&lt;match url="^terms_conditions$" /&gt;&lt;action type="Redirect" url="/TermsAndConditions" /&gt;&lt;/rule&gt;&lt;/rules&gt;&lt;/rewrite&gt;&lt;/system.webServer&gt;&lt;/configuration&gt;
mvc 4 remove ldquo home&rdquo from base route,basically i want make so http website.com home aboutshows up http website.com aboutthe home controller showing up url would make url longer user read.i tried do following routes.maproute name about url defaults new controller home action about id urlparameter.optional could someone help me out please,Try this.  It also makes your URLs lowercase.routes.IgnoreRoute("{resource}.axd/{*pathInfo}");routes.LowercaseUrls = true;routes.MapMvcAttributeRoutes();routes.MapRoute(name: "Default"url: "{controller}/{action}/{id}"defaults: new { controller = "Home" action = "Index" id = UrlParameter.Optional });And in your Home controller:[Route("About")]public ActionResult About(){return View();}
error inheritance security rules violated type 39 system.web.webpages.razor.webpagerazorhost 39,out nowhere my asp.net mvc 4 solution gives me error inheritance security rules violated type system.web.webpages.razor.webpagerazorhost derived types must either match security accessibility base type less accessible.i googled problem everybody says has happened when anyone updates solution from one version another i didn't update my solution just change ide from vs12 vs13 what creates problem full stack trace follows typeloadexception inheritance security rules violated type system.web.webpages.razor.webpagerazorhost derived types must either match security accessibility base type less accessible system.web.webpages.razor.razorbuildprovider.get codecompilertype 0 system.web.compilation.buildprovider.getcompilertypefrombuildprovider buildprovider buildprovider 59 system.web.compilation.buildproviderscompiler.processbuildproviders 209 system.web.compilation.buildproviderscompiler.performbuild 30 system.web.compilation.buildmanager.compilewebfile virtualpath virtualpath 9971917 system.web.compilation.buildmanager.getvpathbuildresultinternal virtualpath virtualpath boolean nobuild boolean allowcrossapp boolean allowbuildinprecompile boolean throwifnotfound boolean ensureisuptodate 299 system.web.compilation.buildmanager.getvpathbuildresultwithnoassert httpcontext context virtualpath virtualpath boolean nobuild boolean allowcrossapp boolean allowbuildinprecompile boolean throwifnotfound boolean ensureisuptodate 103 system.web.compilation.buildmanager.getvirtualpathobjectfactory virtualpath virtualpath httpcontext context boolean allowcrossapp boolean throwifnotfound 165 system.web.compilation.buildmanager.getobjectfactory string virtualpath boolean throwifnotfound 33 system.web.mvc.buildmanagerwrapper.system.web.mvc.ibuildmanager.fileexists string virtualpath 40 system.web.mvc.buildmanagerviewengine.fileexists controllercontext controllercontext string virtualpath 54 microsoft.web.mvc.fixedrazorviewengine.microsoft.web.mvc.iviewengineproxy.fileexists controllercontext controllercontext string virtualpath 42 microsoft.web.mvc.viewenginefixworker1.fileexists controllercontext controllercontext string virtualpath 57 microsoftwebmvc lt gt c displayclass4 lt getpathfromgeneralname&gt b 0 string path 66 system.web.webpages.defaultdisplaymode.getdisplayinfo httpcontextbase httpcontext string virtualpath func2 virtualpathexists 90 systemwebwebpages lt c displayclassb.b 8 idisplaymode mode 66 system.linq.whereselectlistiterator2.movenext 103 system.linq.enumerable.firstordefault ienumerable1 source func2 predicate 94 system.web.webpages.displaymodeprovider.getdisplayinfoforvirtualpath string virtualpath httpcontextbase httpcontext func2 virtualpathexists idisplaymode currentdisplaymode boolean requireconsistentdisplaymode 297 system.web.webpages.displaymodeprovider.getdisplayinfoforvirtualpath string virtualpath httpcontextbase httpcontext func2 virtualpathexists idisplaymode currentdisplaymode 108 microsoft.web.mvc.viewenginefixworker1.getpathfromgeneralname controllercontext controllercontext list1 locations string name string controllername string areaname string cachekey string amp searchedlocations 653 microsoft.web.mvc.viewenginefixworker1.getpath controllercontext controllercontext string locations string arealocations string locationspropertyname string name string controllername string cachekeyprefix boolean usecache string amp searchedlocations 1508 microsoft.web.mvc.viewenginefixworker1.findview controllercontext controllercontext string viewname string mastername boolean usecache 329 microsoft.web.mvc.fixedrazorviewengine.findview controllercontext controllercontext string viewname string mastername boolean usecache 66 systemwebmvc lt gt c displayclassc lt findview&gt b b iviewengine e 68 system.web.mvc.viewenginecollection.find func2 lookup boolean tracksearchedpaths 182 system.web.mvc.viewenginecollection.find func2 cachelocator func2 locator 110 system.web.mvc.viewenginecollection.findview controllercontext controllercontext string viewname string mastername 329 system.web.mvc.viewresult.findview controllercontext context 135 system.web.mvc.viewresultbase.executeresult controllercontext context 230 system.web.mvc.controlleractioninvoker.invokeactionresult controllercontext controllercontext actionresult actionresult 39 systemwebmvc lt c displayclass1a.b 17 74 system.web.mvc.controlleractioninvoker.invokeactionresultfilter iresultfilter filter resultexecutingcontext precontext func1 continuation 388 systemwebmvc lt gt c displayclass1c lt invokeactionresultwithfilters&gt b 19 72 system.web.mvc.controlleractioninvoker.invokeactionresultwithfilters controllercontext controllercontext ilist1 filters actionresult actionresult 303 systemwebmvcasync lt c displayclass2a.b 20 155 systemwebmvcasync lt c displayclass25.b 22 iasyncresult asyncresult 184 system.web.mvc.async.wrappedasyncresult1.end 136 system.web.mvc.async.asyncresultwrapper.end iasyncresult asyncresult object tag 56 system.web.mvc.async.asynccontrolleractioninvoker.endinvokeaction iasyncresult asyncresult 40 systemwebmvc lt gt c displayclass1d lt beginexecutecore&gt b 18 iasyncresult asyncresult 40 systemwebmvcasync lt gt c displayclass4 lt makevoiddelegate&gt b 3 iasyncresult ar 47 system.web.mvc.async.wrappedasyncresult1.end 151 system.web.mvc.async.asyncresultwrapper.end iasyncresult asyncresult object tag 59 system.web.mvc.async.asyncresultwrapper.end iasyncresult asyncresult object tag 40 system.web.mvc.controller.endexecutecore iasyncresult asyncresult 44 systemwebmvcasync lt c displayclass4.b 3 iasyncresult ar 47 system.web.mvc.async.wrappedasyncresult1.end 151 system.web.mvc.async.asyncresultwrapper.end iasyncresult asyncresult object tag 59 system.web.mvc.async.asyncresultwrapper.end iasyncresult asyncresult object tag 40 system.web.mvc.controller.endexecute iasyncresult asyncresult 39 system.web.mvc.controller.system.web.mvc.async.iasynccontroller.endexecute iasyncresult asyncresult 39 systemwebmvc lt gt c displayclass8 lt beginprocessrequest&gt b 3 iasyncresult asyncresult 45 systemwebmvcasync lt gt c displayclass4 lt makevoiddelegate&gt b 3 iasyncresult ar 47 system.web.mvc.async.wrappedasyncresult1.end 151 system.web.mvc.async.asyncresultwrapper.end iasyncresult asyncresult object tag 59 system.web.mvc.async.asyncresultwrapper.end iasyncresult asyncresult object tag 40 system.web.mvc.mvchandler.endprocessrequest iasyncresult asyncresult 40 system.web.mvc.mvchandler.system.web.ihttpasynchandler.endprocessrequest iasyncresult result 38 system.web.callhandlerexecutionstep.system.web.httpapplication.iexecutionstep.execute 9651116 system.web.httpapplication.executestep iexecutionstep step boolean&amp completedsynchronously 155,Go to Web.config and Search for the Assembly name="System.Web.Razor" and comment as follow. &lt;!--&lt;dependentAssembly&gt;&lt;assemblyIdentity name="System.Web.Razor" publicKeyToken="31bf3856ad364e35" culture="neutral" /&gt;&lt;bindingRedirect oldVersion="0.0.0.0-3.0.0.0" newVersion="3.0.0.0" /&gt;  &lt;/dependentAssembly&gt;--&gt;After Commenting save and run the projectit will work fine.
when same user id trying log multiple devices how do i kill session other device,what i want do limit user id only being able log one device time example user id abc logs computer user id abc now tries log from phone what i want happen kill session computer.the spotify app does exactly spotify only allows one user id logged one device time.i m using asp.net membership sqlmembershipprovider forms authentication.i ve experimented session variables i'm sure exactly where go from here,You will have to store the information that someone has logged in into the database. This would allow you to verify if the user already has an existing session. Out of the box the forms authentication module in ASP.NET works with cookies and there's no way for you to know on the server whether the user has cookies on other devices unless of course you store this information on the server.
httpcontext.current resolving mvc 4 project,i am wanting use imageresizer from imageresizing dot net i installed imageresizer mvc via nuget when i go use following code from example loop through each uploaded fileforeach string filekey httpcontext.current.request.files.keys httppostedfile file httpcontext.current.request.files filekey file.contentlength lt 0 continue skip unused file controls resizing settings can specify any 30 commands see http imageresizing.net details destination paths can have variables like lt guid&gt lt ext&gt even santizied version original filename like lt filename za-z0-9 gt imageresizer.imagejob i new imageresizer.imagejob file uploads lt guid&gt lt ext&gt new imageresizer.resizesettings width 2000 height 2000 format jpg mode max i.createparentdirectory true auto create uploads directory.i.build httpcontext.current.request.files.keys foreach resolving i have my usings correct visual studio offers resolve options,Try prefixing it with System.Web.If I try System.Web.HttpContext.Current then Current is there but if I try HttpContext.Current then it doesn't recognize 'Current'. I do have System.Web in my using statements but I still seem to be required to specify it in order to get access to 'Current'.
usage asp.net mvc4 jquery javascript bundles,when i created my project standard mvc4 template alot javascript included e.g jquery obtrusive jquery validate knockout entire jquery ui.how much worth keeping how much throw away i've noticed when you create strongly typed controller create.cshtml view generated calls section scripts scripts.render bundles jqueryval what exactly does file do should i keep should i reference all js files were initially defined bundleconfig.cs can i bother,MVC4 and .Net Framework 4.5 offer bundling and minification techniques that reduce the number of request to the server and size of requested CSS and JavaScript library which improve page loading time in Simple word page performance is increases and page is loaded faster.System.Web.Optimization class offers the bundling and minification techniques that is exist with in the Microsoft.Web.Optimization dll.What is Bundle A bundle is a logical group of files that is loaded with a single HTTP request. You can create style and script bundle for css and javascripts respectively by calling BundleCollection class Add() method with in BundleConfig.cs file.Creating Style Bundle bundles.Add(new StyleBundle("~/Content/css").Include("~/Content/site.min.css""~/Content/mystyle.min.css"));Creating Script bundlebundles.Add(new ScriptBundle("~/bundles/jqueryval").Include( "~/Scripts/jquery-1.7.1.min.js" "~/Scripts/jquery.validate.min.js" "~/Scripts/jquery.validate.unobtrusive.min.js"));
mvc 3 getting values from appsettings web.config,normal asp.net web forms sites i would use web.configs appsettings add application setting data site however i am able retrieve setting values way when using mvc 3.first off 2 web.config files one root site second listed views area i assume i want put my appsettings information root web.config file correct putting other under views seems produce error stating appsettings can only appear once per web application when i try retrieve c system.configuration.configurationmanager.appsettings settingname i get blank empty null return value what am i doing wrong i should mention i am actually retrieving information class file under models area set specific values model using get set possible i'm allowed do models controller.cs windowsliveconnect.serviceconfiguration wlsc new windowsliveconnect.serviceconfiguration viewbag.clientid sc.clientid returns emptyin webconfig lt appsettings&gt lt add key webpages version value 1.0.0.0 gt lt add key clientvalidationenabled value true gt lt add key unobtrusivejavascriptenabled value true gt lt add key clientid value 0000000040062a3f gt lt add key clientsecret value supersecretpassword gt lt add key redirecturl value http 3a 2f 2fwww.quilnet.com gt lt appsettings&gt model.cs file public class serviceconfiguration private string clientid private string clientsecret private string redirecturl public string clientid get return clientid set clientid system.configuration.configurationmanager.appsettings clientid public string clientsecret get return clientsecret set clientsecret system.configuration.configurationmanager.appsettings clientsecret public string redirecturl get return redirecturl set redirecturl system.configuration.configurationmanager.appsettings redirecturl,Are you ever calling set?  I'm guessing it never gets called so the private variable never gets the value from the config.Try it this way (just retrieve the value in the get no set needed):public string ClientSecret{  get { return System.Configuration.ConfigurationManager.AppSettings["ClientSecret"]; }}
entity framework unintentionalcodefirstexception,i have mvc 4 project set up generated all model classes using entity framework i added class named same myprojectentities class made partial so i can add personalized methods class i added bunch methods query database class builds fine when i call methods though i get unintentionalcodefirstexception i'm sure what did i do wrong,You can also transform the simple connection string to a database-first connection string:public static string BuildEntityConnectionStringFromAppSettings(string nameOfConnectionString){var shortConnectionString = GetConnectionStringByName(nameOfConnectionString);// Specify the provider name server and database. string providerName = "System.Data.SqlClient";// Initialize the connection string builder for the // underlying provider taking the short connection string.SqlConnectionStringBuilder sqlBuilder =new SqlConnectionStringBuilder(shortConnectionString);// Set the properties for the data source.sqlBuilder.IntegratedSecurity = false;// Build the SqlConnection connection string. string providerString = sqlBuilder.ToString();// Initialize the EntityConnectionStringBuilder.EntityConnectionStringBuilder entityBuilder =new EntityConnectionStringBuilder();//Set the provider name.entityBuilder.Provider = providerName;// Set the provider-specific connection string.entityBuilder.ProviderConnectionString = providerString;// Set the Metadata location.entityBuilder.Metadata = String.Format("res://*/Application.{0}.Data.Model.{0}Model.csdl|res://*/Application.{0}.Data.Model.{0}Model.ssdl|res://*/Application.{0}.Data.Model.{0}Model.msl" nameOfConnectionString);return entityBuilder.ToString();}Background: in my project there were many connection strings and we wanted to keep them simple and comparable.
viewmodels viewbag,i'm fairly new mvc4 ef5 asp.net i don't seem able find good answer anywhere.basically should everything done through viewmodel ok also incorporate viewbag say i have method which populates drop down list i am using viewmodel represent output view.am i ok use viewbag.dropdown populatedropdown would better incorporatethis viewmodel creating property hold list&lt selectlistitem&gt created populatedropdown i know how handy viewbag i'm yet see any solid reason use anyone could also offer me some more insight would fantastic,Prefer ViewModels over the ViewBag wherever you can. Create Strongly typed views. It makes your code cleaner less fragile less error-prone and easy to maintain.ViewBags are just dictionaries of dynamically typed objects so you lose:Compile time checkingThe ability to refactor with confidence (you lose the support of the tools)IDE support - such as the ability to navigate to all usagesIntellisenseFor bonus points making extensive use of the ViewBag also misses the point of using the MVC patternI get the impression ViewBags were created to solve an edge-case problem in asp.net and people use them instead of creating view models as was originally intended in the design of the platform to the detriment of their work.with thanks to Why not to use ViewBag heavily?
linq entities does recognize method 39 system.string tostring 39 method mvc 4,i'm working mvc 4 i have update my database using code first migrations what i'm trying do select records from database table insert them dropdown list where user can select one.i have error i don't understand linq entities does recognize method system.string tostring method method cannot translated store expression.controller public actionresult addnew var dba new defaultconnection var query dba.blob.select c gt new selectlistitem value c.id.tostring text c.name companyselected c.id.equals 3 var model new companylist xpto query.asenumerable return view model,What if... you use:Value = c.id + ""instead ofValue = c.id.ToString()EditWith this option you are not retrieving all data from Database
what parameters does stringlength attribute errormessage take,mvc4 template one data annotation attributes used stringlength.for example stringlength 100 errormessage 0 must least 2 characters long minimumlength 6 what parameters 0 1 2 more legal edit more specific i can see from example trial error what possibilities i would like see some hard documentation.i can't find anything about stringlengthattribute documentation,I haven't seen any documentation either but the FormatErrorMessage method for the StringLengthAttribute looks like this:public override string FormatErrorMessage(string name){EnsureLegalLengths();string format = ((this.MinimumLength != 0) &amp;&amp; !base.CustomErrorMessageSet) ? DataAnnotationsResources.StringLengthAttribute_ValidationErrorIncludingMinimum : base.ErrorMessageString;return String.Format(CultureInfo.CurrentCulture format new object[] { name MaximumLength MinimumLength });}
asp.net web api startup.cs doesn 39 t exist,i have asp.net web api solution which doesn't contain startup.cs class i presume because solution wasn't created mvc solution.all code startup defined global.asax.cs file you can see belowpublic class global httpapplication void application start object sender eventargs e code runs application startuparearegistration.registerallareas globalconfiguration.configure webapiconfig.register routeconfig.registerroutes routetable.routes however now i want have support oauth all documentation i've found based startup.cs following classpublic partial class startup public void configuration iappbuilder app configureauth app possible just add new class my solution solution continue working have any conflicts global.asax.cs class edit after i added startup.cs class i can't hit break point i added using system using system.collections.generic using system.linq using system.web using microsoft.owin using owin assembly owinstartup typeof mygame.startup namespace mygame public partial class startup public void configuration iappbuilder app configureauth app any idea what going,If you have installed the Owin packages you can simple create the start up class with:
actionresult vs jsonresult,i have 2 questions what difference between jsonresult actionresult when use jsonresult mvc,ActionResult is an abstract class that an action can return.The helper methods in Controller (eg Json() Content() View() ...) return different concrete classes that inherit ActionResult including JsonResult.You should declare your action methods as returning ActionResult so that they have the freedom to return any concrete result class.
asp.net mvc 4 mobile features,i'm trying out new asp.net mvc 4 mobile features i made simple app just one controller homecontroller one view index i also added mobile version index view views home index.cshtmlviews home index.mobile.cshtmlwhen launching application desktop browser regular view shown expected however when i launch application opera mobile emulator samsung galaxy s i still get regular view mobile version.the user agent string sent from emulator looks like opera/9.80 windows nt 6.1 opera mobi/23731 u en presto/2.9.201 version/11.50any ideas why working updatethanks nemesv i able solve problem here my current solution hopefully cover most mobile scenarios public class mobiledisplaymode defaultdisplaymode private readonly stringcollection useragenstringpartialidentifiers new stringcollection android mobile opera mobi samsung htc nokia ericsson sonyericsson iphone public mobiledisplaymode base mobile contextcondition context gt ismobile context.getoverriddenuseragent private bool ismobile string useragentstring return useragenstringpartialidentifiers.cast lt string&gt any val gt useragentstring.indexof val stringcomparison.invariantcultureignorecase gt 0 i global.asaxdisplaymodeprovider.instance.modes.insert 0 new mobiledisplaymode,a solution for all mobiles without a need to specify all browser names will be like this...  protected void Application_Start(){AreaRegistration.RegisterAllAreas();WebApiConfig.Register(GlobalConfiguration.Configuration);FilterConfig.RegisterGlobalFilters(GlobalFilters.Filters);RouteConfig.RegisterRoutes(RouteTable.Routes);BundleConfig.RegisterBundles(BundleTable.Bundles);AuthConfig.RegisterAuth();DisplayModeProvider.Instance.Modes.Insert(0 new DefaultDisplayMode("Mobile") { ContextCondition = (ctx =&gt; ( (ctx.GetOverriddenUserAgent() != null) &amp;&amp; ctx.Request.Browser.IsMobileDevice )) });  } 
register global filters asp.net mvc 4 autofac,i have filter like one public class customfilterattribute actionfilterattribute iauthorizationfilter public mypropery property get set i need run every actions my projecti tried register globalfilters my property doesn't get injectedi tried solution register my filter doesn't get calledany idea how do,You should now use Pete's solution now to do this. Thanks to him for an updated solution.I finally made it here is how to do it:First create your attribute with a constructor with all dependenciespublic class CustomFilterAttribute : ActionFilterAttribute IAuthorizationFilter{private IProperty _property;public CustomFilterAttribute(IProperty repository){_property = property;}.... }Register everything you need in autofacvar builder = new ContainerBuilder();builder.RegisterControllers(Assembly.GetExecutingAssembly());builder.RegisterType&lt;MyProperty&gt;().As&lt;IProperty&gt;();builder.RegisterType&lt;CustomFilterAttribute&gt;().SingleInstance();builder.RegisterFilterProvider();IContainer container = builder.Build();DependencyResolver.SetResolver(new AutofacDependencyResolver(container));Register your global filter like thatpublic static void RegisterGlobalFilters(GlobalFilterCollection filters){filters.Add(new HandleErrorAttribute());filters.Add(DependencyResolver.Current.GetService&lt;CustomFilterAttribute&gt;());}Make sure in your global.asax you register first Autofac and then the global filters.Now you don't need property injection anymore constructor injection will work fine which is a good thing!
